0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
-1.683439128405708,-0.43850391155869184,-0.8397490803384212,-2.1172454168040913,-0.02101769012578214,0.2045987001229315,0.5185550398228566,-1.8202776060185226,-0.29493307013241693,-0.6851049824879971,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.683439128405708,-0.43850391155869184,-0.8397490803384212,-2.1172454168040913,-0.02101769012578214,0.2045987001229315,0.5185550398228566,-1.8202776060185226,-0.29493307013241693,-0.6851049824879971,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7188028512711508,-0.24564625663014425,-0.1815478201248432,-0.6113626583476852,0.5044245630187714,1.3429929274160832,-2.394771141238803,0.7012021638506771,-0.29493307013241693,-0.9983417271190861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.14773482140904332,0.18828346695909237,0.14755280998194586,0.18340879750430586,-0.4241752007203305,-0.03366985907796072,-0.5140162648572261,0.4777799057610003,-0.04812185789389084,-0.21524986554136352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0823357517728036,0.18828346695909237,0.2415815614410294,0.18340879750430586,0.5063352621211152,0.31049583754555027,-0.5140162648572261,0.4777799057610003,-0.541744282370943,-1.1549600994346305,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.14773482140904332,0.244533616313254,0.1945671857114843,-0.3185521219811608,-0.09935635332187921,0.1781244157672768,-0.5140162648572261,0.4777799057610003,-0.4183386762516799,-0.9983417271190861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1287208659526597,1.4820369021047775,2.5923003479180844,0.7690298702373548,0.5445492441679919,0.1781244157672768,-0.5140162648572261,0.4777799057610003,-0.4183386762516799,-0.9983417271190861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.1287208659526597,1.4820369021047775,2.5923003479180844,0.7690298702373548,0.7547261454258133,0.1781244157672768,-0.5140162648572261,0.4777799057610003,-0.4183386762516799,-0.9983417271190861,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.1287208659526597,1.4820369021047775,2.5923003479180844,0.8526900234849311,1.0069384269351989,0.9723529464369175,-0.7352815444315295,0.4777799057610003,-0.46770091869938496,-1.311578471750175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3766315651358881,0.20435493820313955,-0.5106484502316322,0.18340879750430586,-0.3133546527843883,-0.060144143433615405,0.6291876796100074,-1.4372680207219364,-0.3442953125801219,-0.37186823785690803,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
